Gene	Protein	Locus	GeneName
NC_001143.9	NP_013004.3	YKR078W	NP_013004.3
NC_001143.9	NP_013005.1	YKR079C	TRZ1
NC_001143.9	NP_013006.3	YKR080W	MTD1
NC_001143.9	NP_013007.1	YKR081C	RPF2
NC_001143.9	NP_013008.3	YKR082W	NUP133
NC_001143.9	NP_013009.1	YKR083C	DAD2
NC_001143.9	NP_013010.3	YKR084C	HBS1
NC_001143.9	NP_013011.1	YKR085C	MRPL20
NC_001143.9	NP_013012.3	YKR086W	PRP16
NC_001143.9	NP_013013.2	YKR087C	OMA1
NC_001143.9	NP_013014.3	YKR088C	TVP38
NC_001143.9	NP_013015.1	YKR089C	TGL4
NC_001143.9	NP_013016.4	YKR090W	PXL1
NC_001143.9	NP_013017.2	YKR091W	SRL3
NC_001143.9	NP_013018.3	YKR092C	SRP40
NC_001143.9	NP_013019.1	YKR093W	PTR2
NC_001143.9	NP_013020.3	YKR094C	RPL40B
NC_001143.9	NP_013021.1	YKR095W	MLP1
NC_001143.9	NP_878113.4	YKR095W-A	PCC1
NC_001143.9	NP_013022.1	YKR096W	ESL2
NC_001143.9	NP_013023.3	YKR097W	PCK1
NC_001143.9	NP_013024.1	YKR098C	UBP11
NC_001143.9	NP_013025.3	YKR099W	BAS1
NC_001143.9	NP_013026.2	YKR100C	SKG1
NC_001143.9	NP_013027.4	YKR101W	SIR1
NC_001143.9	NP_013028.1	YKR102W	FLO10
NC_001143.9	NP_013029.3	YKR103W	NFT1
NC_001143.9	NP_013030.1	YKR104W	NP_013030.1
NC_001143.9	NP_013031.3	YKR105C	VBA5
NC_001143.9	NP_013032.1	YKR106W	GEX2
NC_001144.5	NP_013033.1	YLL067C	NP_013033.1
NC_001144.5	NP_878115.1	YLL066W-B	NP_878115.1
NC_001144.5	NP_013034.1	YLL066C	NP_013034.1
NC_001144.5	NP_013036.1	YLL064C	PAU18
NC_001144.5	NP_013037.1	YLL063C	AYT1
NC_001144.5	NP_013038.1	YLL062C	MHT1
NC_001144.5	NP_013039.1	YLL061W	MMP1
NC_001144.5	NP_013040.1	YLL060C	GTT2
NC_001144.5	NP_013042.1	YLL058W	NP_013042.1
NC_001144.5	NP_013043.1	YLL057C	JLP1
NC_001144.5	NP_013044.1	YLL056C	NP_013044.1
NC_001144.5	NP_013045.1	YLL055W	YCT1
NC_001144.5	NP_013046.2	YLL054C	NP_013046.2
NC_001144.5	NP_013047.1	YLL053C	NP_013047.1
NC_001144.5	NP_013048.1	YLL052C	AQY2
NC_001144.5	NP_013049.1	YLL051C	FRE6
NC_001144.5	NP_013050.1	YLL050C	COF1
NC_001144.5	NP_013051.1	YLL049W	LDB18
NC_001144.5	NP_013052.1	YLL048C	YBT1
NC_001144.5	NP_013054.1	YLL046C	RNP1
NC_001144.5	NP_013055.1	YLL045C	RPL8B
NC_001144.5	NP_013057.1	YLL043W	FPS1
NC_001144.5	NP_013058.1	YLL042C	ATG10
NC_001144.5	NP_013059.1	YLL041C	SDH2
NC_001144.5	NP_013060.1	YLL040C	VPS13
NC_001144.5	NP_013061.1	YLL039C	UBI4
NC_001144.5	NP_013062.1	YLL038C	ENT4
NC_001144.5	NP_013064.1	YLL036C	PRP19
NC_001144.5	NP_013065.1	YLL035W	GRC3
NC_001144.5	NP_013066.1	YLL034C	RIX7
NC_001144.5	NP_013067.1	YLL033W	IRC19
NC_001144.5	NP_013068.1	YLL032C	NP_013068.1
NC_001144.5	NP_013069.1	YLL031C	GPI13
NC_001144.5	NP_001335793.1	YLL030C	RRT7
NC_001144.5	NP_013071.1	YLL029W	FRA1
NC_001144.5	NP_013072.1	YLL028W	TPO1
NC_001144.5	NP_013073.1	YLL027W	ISA1
NC_001144.5	NP_013074.1	YLL026W	HSP104
NC_001144.5	NP_013075.1	YLL025W	PAU17
NC_001144.5	NP_013076.1	YLL024C	SSA2
NC_001144.5	NP_013077.1	YLL023C	POM33
NC_001144.5	NP_013078.1	YLL022C	HIF1
NC_001144.5	NP_013079.1	YLL021W	SPA2
NC_001144.5	NP_013081.1	YLL019C	KNS1
NC_001144.5	NP_013082.1	YLL018C-A	COX19
NC_001144.5	NP_013083.1	YLL018C	DPS1
NC_001144.5	NP_013086.1	YLL015W	BPT1
NC_001144.5	NP_013087.1	YLL014W	EMC6
NC_001144.5	NP_013088.1	YLL013C	PUF3
NC_001144.5	NP_013089.1	YLL012W	YEH1
NC_001144.5	NP_013090.1	YLL011W	SOF1
NC_001144.5	NP_013091.1	YLL010C	PSR1
NC_001144.5	NP_013092.1	YLL009C	COX17
NC_001144.5	NP_013093.1	YLL008W	DRS1
NC_001144.5	NP_013094.1	YLL007C	LMO1
NC_001144.5	NP_878116.1	YLL006W-A	NP_878116.1
NC_001144.5	NP_013095.1	YLL006W	MMM1
NC_001144.5	NP_013096.1	YLL005C	SPO75
NC_001144.5	NP_013097.1	YLL004W	ORC3
NC_001144.5	NP_013098.1	YLL003W	SFI1
NC_001144.5	NP_013099.1	YLL002W	RTT109
NC_001144.5	NP_013100.1	YLL001W	DNM1
NC_001144.5	NP_013101.1	YLR001C	NP_013101.1
NC_001144.5	NP_013102.1	YLR002C	NOC3
NC_001144.5	NP_013103.1	YLR003C	CMS1
NC_001144.5	NP_013104.1	YLR004C	THI73
NC_001144.5	NP_013105.1	YLR005W	SSL1
NC_001144.5	NP_013106.1	YLR006C	SSK1
NC_001144.5	NP_013107.1	YLR007W	NSE1
NC_001144.5	NP_013108.1	YLR008C	PAM18
NC_001144.5	NP_013109.1	YLR009W	RLP24
NC_001144.5	NP_013110.1	YLR010C	TEN1
NC_001144.5	NP_013111.1	YLR011W	LOT6
NC_001144.5	NP_013112.2	YLR012C	NP_013112.2
NC_001144.5	NP_013113.1	YLR013W	GAT3
NC_001144.5	NP_013114.1	YLR014C	PPR1
NC_001144.5	NP_013115.1	YLR015W	BRE2
NC_001144.5	NP_013116.1	YLR016C	PML1
NC_001144.5	NP_013117.1	YLR017W	MEU1
NC_001144.5	NP_013118.1	YLR018C	POM34
NC_001144.5	NP_013119.1	YLR019W	PSR2
NC_001144.5	NP_013120.1	YLR020C	YEH2
NC_001144.5	NP_013121.1	YLR021W	IRC25
NC_001144.5	NP_013122.1	YLR022C	SDO1
NC_001144.5	NP_013123.1	YLR023C	IZH3
NC_001144.5	NP_013124.1	YLR024C	UBR2
NC_001144.5	NP_013125.1	YLR025W	SNF7
NC_001144.5	NP_013126.1	YLR026C	SED5
NC_001144.5	NP_013127.2	YLR027C	AAT2
NC_001144.5	NP_013128.1	YLR028C	ADE16
NC_001144.5	NP_013129.1	YLR029C	RPL15A
NC_001144.5	NP_013130.1	YLR030W	NP_013130.1
NC_001144.5	NP_013131.1	YLR031W	NP_013131.1
NC_001144.5	NP_013132.1	YLR032W	RAD5
NC_001144.5	NP_013133.1	YLR033W	RSC58
NC_001144.5	NP_013134.1	YLR034C	SMF3
NC_001144.5	NP_013135.1	YLR035C	MLH2
NC_001144.5	NP_013136.1	YLR035C-A	NP_013136.1
NC_001144.5	NP_013137.1	YLR036C	NP_013137.1
NC_001144.5	NP_013138.1	YLR037C	PAU23
NC_001144.5	NP_013139.1	YLR038C	COX12
NC_001144.5	NP_013140.1	YLR039C	RIC1
NC_001144.5	NP_013141.1	YLR040C	AFB1
NC_001144.5	NP_013143.1	YLR042C	NP_013143.1
NC_001144.5	NP_013144.1	YLR043C	TRX1
NC_001144.5	NP_013145.1	YLR044C	PDC1
NC_001144.5	NP_013146.1	YLR045C	STU2
NC_001144.5	NP_013147.1	YLR046C	NP_013147.1
NC_001144.5	NP_013148.1	YLR047C	FRE8
NC_001144.5	NP_013149.1	YLR048W	RPS0B
NC_001144.5	NP_013150.1	YLR049C	NP_013150.1
NC_001144.5	NP_013151.1	YLR050C	NP_013151.1
NC_001144.5	NP_013152.1	YLR051C	FCF2
NC_001144.5	NP_013153.1	YLR052W	IES3
NC_001144.5	NP_013154.1	YLR053C	NP_013154.1
NC_001144.5	NP_013155.2	YLR054C	OSW2
NC_001144.5	NP_013156.1	YLR055C	SPT8
NC_001144.5	NP_013157.1	YLR056W	ERG3
NC_001144.5	NP_013158.1	YLR057W	MNL2
NC_001144.5	NP_013159.1	YLR058C	SHM2
NC_001144.5	NP_013160.1	YLR059C	REX2
NC_001144.5	NP_013161.1	YLR060W	FRS1
NC_001144.5	NP_013162.1	YLR061W	RPL22A
NC_001144.5	NP_013164.1	YLR063W	BMT6
NC_001144.5	NP_013165.1	YLR064W	PER33
NC_001144.5	NP_013166.1	YLR065C	ENV10
NC_001144.5	NP_013167.1	YLR066W	SPC3
NC_001144.5	NP_013168.1	YLR067C	PET309
NC_001144.5	NP_013169.1	YLR068W	FYV7
NC_001144.5	NP_013170.1	YLR069C	MEF1
NC_001144.5	NP_013171.1	YLR070C	XYL2
NC_001144.5	NP_013172.1	YLR071C	RGR1
NC_001144.5	NP_013173.1	YLR072W	LAM6
NC_001144.5	NP_013174.1	YLR073C	RFU1
NC_001144.5	NP_013175.1	YLR074C	BUD20
NC_001144.5	NP_013176.1	YLR075W	RPL10
NC_001144.5	NP_013178.1	YLR077W	FMP25
NC_001144.5	NP_013179.1	YLR078C	BOS1
NC_001144.5	NP_013180.1	YLR079W	SIC1
NC_001144.5	NP_013181.1	YLR080W	EMP46
NC_001144.5	NP_013182.1	YLR081W	GAL2
NC_001144.5	NP_013183.1	YLR082C	SRL2
NC_001144.5	NP_013184.1	YLR083C	EMP70
NC_001144.5	NP_013185.1	YLR084C	RAX2
NC_001144.5	NP_013186.1	YLR085C	ARP6
NC_001144.5	NP_013187.1	YLR086W	SMC4
NC_001144.5	NP_013188.1	YLR087C	CSF1
NC_001144.5	NP_013189.1	YLR088W	GAA1
NC_001144.5	NP_013190.1	YLR089C	ALT1
NC_001144.5	NP_013191.1	YLR090W	XDJ1
NC_001144.5	NP_013192.1	YLR091W	GEP5
NC_001144.5	NP_013193.1	YLR092W	SUL2
NC_001144.5	NP_013194.2	YLR093C	NYV1
NC_001144.5	NP_013195.1	YLR094C	GIS3
NC_001144.5	NP_013196.1	YLR095C	IOC2
NC_001144.5	NP_013197.1	YLR096W	KIN2
NC_001144.5	NP_013198.1	YLR097C	HRT3
NC_001144.5	NP_013199.1	YLR098C	CHA4
NC_001144.5	NP_013200.1	YLR099C	ICT1
NC_001144.5	NP_076901.1	YLR099W-A	MIM2
NC_001144.5	NP_013201.1	YLR100W	ERG27
NC_001144.5	NP_013203.1	YLR102C	APC9
NC_001144.5	NP_013204.1	YLR103C	CDC45
NC_001144.5	NP_013205.1	YLR104W	LCL2
NC_001144.5	NP_013206.1	YLR105C	SEN2
NC_001144.5	NP_013207.1	YLR106C	MDN1
NC_001144.5	NP_013208.1	YLR107W	REX3
NC_001144.5	NP_013209.1	YLR108C	NP_013209.1
NC_001144.5	NP_013210.1	YLR109W	AHP1
NC_001144.5	NP_013211.1	YLR110C	CCW12
NC_001144.5	NP_001335794.1	YLR111W	NP_001335794.1
NC_001144.5	NP_001335795.1	YLR112W	NP_001335795.1
NC_001144.5	NP_013214.1	YLR113W	HOG1
NC_001144.5	NP_013215.1	YLR114C	AVL9
NC_001144.5	NP_013216.1	YLR115W	CFT2
NC_001144.5	NP_013217.1	YLR116W	MSL5
NC_001144.5	NP_013218.1	YLR117C	CLF1
NC_001144.5	NP_013219.1	YLR118C	NP_013219.1
NC_001144.5	NP_013220.1	YLR119W	SRN2
NC_001144.5	NP_013221.1	YLR120C	YPS1
NC_001144.5	NP_013222.1	YLR121C	YPS3
NC_001144.5	NP_001335796.1	YLR122C	NP_001335796.1
NC_001144.5	NP_013226.1	YLR125W	NP_013226.1
NC_001144.5	NP_013227.1	YLR126C	NP_013227.1
NC_001144.5	NP_013228.1	YLR127C	APC2
NC_001144.5	NP_013229.1	YLR128W	DCN1
NC_001144.5	NP_013230.1	YLR129W	DIP2
NC_001144.5	NP_013231.1	YLR130C	ZRT2
NC_001144.5	NP_013232.1	YLR131C	ACE2
NC_001144.5	NP_013233.1	YLR132C	USB1
NC_001144.5	NP_013234.1	YLR133W	CKI1
NC_001144.5	NP_013235.1	YLR134W	PDC5
NC_001144.5	NP_013236.1	YLR135W	SLX4
NC_001144.5	NP_013237.1	YLR136C	TIS11
NC_001144.5	NP_013238.1	YLR137W	RKM5
NC_001144.5	NP_013239.1	YLR138W	NHA1
NC_001144.5	NP_013240.1	YLR139C	SLS1
NC_001144.5	NP_013242.1	YLR141W	RRN5
NC_001144.5	NP_013243.1	YLR142W	PUT1
NC_001144.5	NP_013244.1	YLR143W	DPH6
NC_001144.5	NP_013245.1	YLR144C	ACF2
NC_001144.5	NP_013246.1	YLR145W	RMP1
NC_001144.5	NP_013247.1	YLR146C	SPE4
NC_001144.5	NP_001032582.1	YLR146W-A	NP_001032582.1
NC_001144.5	NP_013248.1	YLR147C	SMD3
NC_001144.5	NP_013249.1	YLR148W	PEP3
NC_001144.5	NP_013250.1	YLR149C	NP_013250.1
NC_001144.5	NP_013251.1	YLR150W	STM1
NC_001144.5	NP_013252.1	YLR151C	PCD1
NC_001144.5	NP_013253.1	YLR152C	NP_013253.1
NC_001144.5	NP_013254.1	YLR153C	ACS2
NC_001144.5	NP_013255.1	YLR154C	RNH203
NC_001144.5	NP_690845.1	YLR154W-C	TAR1
NC_001144.5	NP_878121.1	YLR154C-G	NP_878121.1
NC_001144.5	NP_878126.1	YLR154C-H	NP_878126.1
NC_001144.5	NP_013256.1	YLR155C	ASP3-1
NC_001144.5	NP_757337.1	YLR156W	NP_757337.1
NC_001144.5	NP_878123.1	YLR156C-A	NP_878123.1
NC_001144.5	NP_013258.1	YLR157C	ASP3-2
NC_001144.5	NP_878124.1	YLR157W-D	NP_878124.1
NC_001144.5	NP_058169.1	YLR157C-B	NP_058169.1
NC_001144.5	NP_058170.1	YLR157C-A	NP_058170.1
NC_001144.5	NP_878125.1	YLR157W-E	NP_878125.1
NC_001144.5	NP_878122.1	YLR157C-C	NP_878122.1
NC_001144.5	NP_013259.1	YLR158C	ASP3-3
NC_001144.5	NP_757338.1	YLR159W	NP_757338.1
NC_001144.5	NP_878127.1	YLR159C-A	NP_878127.1
NC_001144.5	NP_013261.1	YLR160C	ASP3-4
NC_001144.5	NP_757339.1	YLR161W	NP_757339.1
NC_001144.5	NP_013263.1	YLR162W	NP_013263.1
NC_001144.5	NP_878128.1	YLR162W-A	RRT15
NC_001144.5	NP_013264.1	YLR163C	MAS1
NC_001144.5	NP_013265.1	YLR164W	SHH4
NC_001144.5	NP_013266.1	YLR165C	PUS5
NC_001144.5	NP_013267.1	YLR166C	SEC10
NC_001144.5	NP_013268.1	YLR167W	RPS31
NC_001144.5	NP_013269.1	YLR168C	UPS2
NC_001144.5	NP_013271.1	YLR170C	APS1
NC_001144.5	NP_013273.1	YLR172C	DPH5
NC_001144.5	NP_013274.1	YLR173W	NP_013274.1
NC_001144.5	NP_013275.1	YLR174W	IDP2
NC_001144.5	NP_013276.1	YLR175W	CBF5
NC_001144.5	NP_013277.1	YLR176C	RFX1
NC_001144.5	NP_013278.1	YLR177W	NP_013278.1
NC_001144.5	NP_013279.1	YLR178C	TFS1
NC_001144.5	NP_013280.1	YLR179C	NP_013280.1
NC_001144.5	NP_013281.1	YLR180W	SAM1
NC_001144.5	NP_013282.1	YLR181C	VTA1
NC_001144.5	NP_013283.1	YLR182W	SWI6
NC_001144.5	NP_013284.1	YLR183C	TOS4
NC_001144.5	NP_013286.1	YLR185W	RPL37A
NC_001144.5	NP_013287.1	YLR186W	EMG1
NC_001144.5	NP_013288.1	YLR187W	SKG3
NC_001144.5	NP_013289.1	YLR188W	MDL1
NC_001144.5	NP_013290.1	YLR189C	ATG26
NC_001144.5	NP_013291.1	YLR190W	MMR1
NC_001144.5	NP_013292.1	YLR191W	PEX13
NC_001144.5	NP_013293.1	YLR192C	HCR1
NC_001144.5	NP_013294.1	YLR193C	UPS1
NC_001144.5	NP_013295.1	YLR194C	NCW2
NC_001144.5	NP_013296.1	YLR195C	NMT1
NC_001144.5	NP_013297.1	YLR196W	PWP1
NC_001144.5	NP_013298.1	YLR197W	NOP56
NC_001144.5	NP_013300.2	YLR199C	PBA1
NC_001144.5	NP_013301.1	YLR200W	YKE2
NC_001144.5	NP_013302.1	YLR201C	COQ9
NC_001144.5	NP_013304.1	YLR203C	MSS51
NC_001144.5	NP_013305.1	YLR204W	QRI5
NC_001144.5	NP_013306.2	YLR205C	HMX1
NC_001144.5	NP_013307.1	YLR206W	ENT2
NC_001144.5	NP_013308.1	YLR207W	HRD3
NC_001144.5	NP_013309.1	YLR208W	SEC13
NC_001144.5	NP_013310.1	YLR209C	PNP1
NC_001144.5	NP_013311.1	YLR210W	CLB4
NC_001144.5	NP_013312.2	YLR211C	ATG38
NC_001144.5	NP_013313.1	YLR212C	TUB4
NC_001144.5	NP_013314.1	YLR213C	CRR1
NC_001144.5	NP_013315.1	YLR214W	FRE1
NC_001144.5	NP_013316.1	YLR215C	CDC123
NC_001144.5	NP_013317.1	YLR216C	CPR6
NC_001144.5	NP_013319.1	YLR218C	COA4
NC_001144.5	NP_013320.1	YLR219W	MSC3
NC_001144.5	NP_013321.1	YLR220W	CCC1
NC_001144.5	NP_013322.1	YLR221C	RSA3
NC_001144.5	NP_013323.1	YLR222C	UTP13
NC_001144.5	NP_013324.1	YLR223C	IFH1
NC_001144.5	NP_013325.1	YLR224W	UCC1
NC_001144.5	NP_013326.1	YLR225C	NP_013326.1
NC_001144.5	NP_013327.1	YLR226W	BUR2
NC_001144.5	NP_013328.1	YLR227C	ADY4
NC_001144.5	NP_058171.1	YLR227W-B	NP_058171.1
NC_001144.5	NP_058172.1	YLR227W-A	NP_058172.1
NC_001144.5	NP_013329.1	YLR228C	ECM22
NC_001144.5	NP_013330.1	YLR229C	CDC42
NC_001144.5	NP_013332.1	YLR231C	BNA5
NC_001144.5	NP_013334.1	YLR233C	EST1
NC_001144.5	NP_013335.1	YLR234W	TOP3
NC_001144.5	NP_001335797.1	YLR236C	NP_001335797.1
NC_001144.5	NP_013338.1	YLR237W	THI7
NC_001144.5	NP_013339.1	YLR238W	FAR10
NC_001144.5	NP_013340.1	YLR239C	LIP2
NC_001144.5	NP_013341.1	YLR240W	VPS34
NC_001144.5	NP_013342.1	YLR241W	CSC1
NC_001144.5	NP_013343.1	YLR242C	ARV1
NC_001144.5	NP_013344.1	YLR243W	GPN3
NC_001144.5	NP_013345.1	YLR244C	MAP1
NC_001144.5	NP_013346.1	YLR245C	CDD1
NC_001144.5	NP_013347.1	YLR246W	ERF2
NC_001144.5	NP_013348.1	YLR247C	IRC20
NC_001144.5	NP_013349.1	YLR248W	RCK2
NC_001144.5	NP_013350.1	YLR249W	YEF3
NC_001144.5	NP_013351.1	YLR250W	SSP120
NC_001144.5	NP_013352.1	YLR251W	SYM1
NC_001144.5	NP_013354.1	YLR253W	MCP2
NC_001144.5	NP_013355.1	YLR254C	NDL1
NC_001144.5	NP_001335798.1	YLR255C	NP_001335798.1
NC_001144.5	NP_013357.1	YLR256W	HAP1
NC_001144.5	NP_058173.1	YLR256W-A	NP_058173.1
NC_001144.5	NP_013358.1	YLR257W	NP_013358.1
NC_001144.5	NP_013359.1	YLR258W	GSY2
NC_001144.5	NP_013360.1	YLR259C	HSP60
NC_001144.5	NP_013361.1	YLR260W	LCB5
NC_001144.5	NP_013362.1	YLR261C	VPS63
NC_001144.5	NP_013363.1	YLR262C	YPT6
NC_001144.5	NP_013364.1	YLR262C-A	TMA7
NC_001144.5	NP_013365.1	YLR263W	RED1
NC_001144.5	NP_013366.1	YLR264W	RPS28B
NC_001144.5	NP_878129.1	YLR264C-A	NP_878129.1
NC_001144.5	NP_013367.1	YLR265C	NEJ1
NC_001144.5	NP_013368.1	YLR266C	PDR8
NC_001144.5	NP_013369.1	YLR267W	BOP2
NC_001144.5	NP_013370.1	YLR268W	SEC22
NC_001144.5	NP_013372.1	YLR270W	DCS1
NC_001144.5	NP_013373.1	YLR271W	CMG1
NC_001144.5	NP_013374.1	YLR272C	YCS4
NC_001144.5	NP_013375.1	YLR273C	PIG1
NC_001144.5	NP_013376.1	YLR274W	MCM5
NC_001144.5	NP_013377.1	YLR275W	SMD2
NC_001144.5	NP_013378.1	YLR276C	DBP9
NC_001144.5	NP_013379.1	YLR277C	YSH1
NC_001144.5	NP_013380.1	YLR278C	NP_013380.1
NC_001144.5	NP_013383.1	YLR281C	NP_013383.1
NC_001144.5	NP_013385.1	YLR283W	NP_013385.1
NC_001144.5	NP_013386.1	YLR284C	ECI1
NC_001144.5	NP_013387.1	YLR285W	NNT1
NC_001144.5	NP_878130.1	YLR285C-A	NP_878130.1
NC_001144.5	NP_013388.1	YLR286C	CTS1
NC_001144.5	NP_013389.1	YLR287C	NP_013389.1
NC_001144.5	NP_013390.1	YLR287C-A	RPS30A
NC_001144.5	NP_013391.1	YLR288C	MEC3
NC_001144.5	NP_013392.1	YLR289W	GUF1
NC_001144.5	NP_013393.1	YLR290C	COQ11
NC_001144.5	NP_013394.1	YLR291C	GCD7
NC_001144.5	NP_013395.1	YLR292C	SEC72
NC_001144.5	NP_013396.1	YLR293C	GSP1
NC_001144.5	NP_013398.1	YLR295C	ATP14
NC_001144.5	NP_001335799.1	YLR296W	NP_001335799.1
NC_001144.5	NP_013400.1	YLR297W	NP_013400.1
NC_001144.5	NP_013401.1	YLR298C	YHC1
NC_001144.5	NP_013402.1	YLR299W	ECM38
NC_001144.5	NP_013403.1	YLR300W	EXG1
NC_001144.5	NP_013404.1	YLR301W	HRI1
NC_001144.5	NP_001335800.1	YLR302C	NP_001335800.1
NC_001144.5	NP_013406.1	YLR303W	MET17
NC_001144.5	NP_013407.1	YLR304C	ACO1
NC_001144.5	NP_013408.1	YLR305C	STT4
NC_001144.5	NP_013409.1	YLR306W	UBC12
NC_001144.5	NP_013410.1	YLR307W	CDA1
NC_001144.5	NP_878131.1	YLR307C-A	NP_878131.1
NC_001144.5	NP_013411.1	YLR308W	CDA2
NC_001144.5	NP_013412.1	YLR309C	IMH1
NC_001144.5	NP_013413.1	YLR310C	CDC25
NC_001144.5	NP_013415.1	YLR312C	ATG39
NC_001144.5	NP_013416.2	YLR312W-A	MRPL15
NC_001144.5	NP_013417.3	YLR313C	SPH1
NC_001144.5	NP_013418.2	YLR314C	CDC3
NC_001144.5	NP_013419.1	YLR315W	NKP2
NC_001144.5	NP_013420.2	YLR316C	TAD3
NC_001144.5	NP_013422.2	YLR318W	EST2
NC_001144.5	NP_013423.1	YLR319C	BUD6
NC_001144.5	NP_013424.1	YLR320W	MMS22
NC_001144.5	NP_013425.1	YLR321C	SFH1
NC_001144.5	NP_013427.1	YLR323C	CWC24
NC_001144.5	NP_013428.1	YLR324W	PEX30
NC_001144.5	NP_013429.1	YLR325C	RPL38
NC_001144.5	NP_013430.1	YLR326W	NP_013430.1
NC_001144.5	NP_013431.1	YLR327C	TMA10
NC_001144.5	NP_013432.1	YLR328W	NMA1
NC_001144.5	NP_013433.2	YLR329W	REC102
NC_001144.5	NP_013434.1	YLR330W	CHS5
NC_001144.5	NP_001335801.1	YLR331C	JIP3
NC_001144.5	NP_013436.1	YLR332W	MID2
NC_001144.5	NP_013437.1	YLR333C	RPS25B
NC_001144.5	NP_013439.1	YLR335W	NUP2
NC_001144.5	NP_013440.1	YLR336C	SGD1
NC_001144.5	NP_013441.1	YLR337C	VRP1
NC_001144.5	NP_013444.1	YLR340W	RPP0
NC_001144.5	NP_013445.1	YLR341W	SPO77
NC_001144.5	NP_013446.1	YLR342W	FKS1
NC_001144.5	NP_878133.1	YLR342W-A	NP_878133.1
NC_001144.5	NP_013447.1	YLR343W	GAS2
NC_001144.5	NP_013448.1	YLR344W	RPL26A
NC_001144.5	NP_013449.1	YLR345W	NP_013449.1
NC_001144.5	NP_013450.1	YLR346C	CIS1
NC_001144.5	NP_013451.1	YLR347C	KAP95
NC_001144.5	NP_013452.1	YLR348C	DIC1
NC_001144.5	NP_013454.1	YLR350W	ORM2
NC_001144.5	NP_013455.1	YLR351C	NIT3
NC_001144.5	NP_013456.1	YLR352W	NP_013456.1
NC_001144.5	NP_013457.1	YLR353W	BUD8
NC_001144.5	NP_013458.1	YLR354C	TAL1
NC_001144.5	NP_013459.1	YLR355C	ILV5
NC_001144.5	NP_013460.1	YLR356W	ATG33
NC_001144.5	NP_013461.1	YLR357W	RSC2
NC_001144.5	NP_001257685.1	YLR358C	NP_001257685.1
NC_001144.5	NP_013463.1	YLR359W	ADE13
NC_001144.5	NP_013464.3	YLR360W	VPS38
NC_001144.5	NP_013465.1	YLR361C	DCR2
NC_001144.5	NP_878134.3	YLR361C-A	NP_878134.3
NC_001144.5	NP_013466.1	YLR362W	STE11
NC_001144.5	NP_013467.3	YLR363C	NMD4
NC_001144.5	NP_076903.1	YLR363W-A	NP_076903.1
NC_001144.5	NP_013468.3	YLR364W	GRX8
NC_001144.5	NP_001335802.1	YLR365W	NP_001335802.1
NC_001144.5	NP_013471.1	YLR367W	RPS22B
NC_001144.5	NP_013472.3	YLR368W	MDM30
NC_001144.5	NP_013473.1	YLR369W	SSQ1
NC_001144.5	NP_013474.3	YLR370C	ARC18
NC_001144.5	NP_013475.1	YLR371W	ROM2
NC_001144.5	NP_013476.3	YLR372W	ELO3
NC_001144.5	NP_013477.1	YLR373C	VID22
NC_001144.5	NP_013479.3	YLR375W	STP3
NC_001144.5	NP_013480.1	YLR376C	PSY3
NC_001144.5	NP_013481.3	YLR377C	FBP1
NC_001144.5	NP_013482.1	YLR378C	SEC61
NC_001144.5	NP_013484.3	YLR380W	CSR1
NC_001144.5	NP_013485.1	YLR381W	CTF3
NC_001144.5	NP_013486.3	YLR382C	NAM2
NC_001144.5	NP_013487.1	YLR383W	SMC6
NC_001144.5	NP_013488.3	YLR384C	IKI3
NC_001144.5	NP_013489.1	YLR385C	SWC7
NC_001144.5	NP_013490.3	YLR386W	VAC14
NC_001144.5	NP_013491.1	YLR387C	REH1
NC_001144.5	NP_013492.3	YLR388W	RPS29A
NC_001144.5	NP_013493.2	YLR389C	STE23
NC_001144.5	NP_013494.3	YLR390W	ECM19
NC_001144.5	NP_013495.1	YLR390W-A	CCW14
NC_001144.5	NP_013496.3	YLR392C	ART10
NC_001144.5	NP_013497.1	YLR393W	ATP10
NC_001144.5	NP_013498.3	YLR394W	CST9
NC_001144.5	NP_013499.1	YLR395C	COX8
NC_001144.5	NP_013500.3	YLR396C	VPS33
NC_001144.5	NP_013501.1	YLR397C	AFG2
NC_001144.5	NP_013502.3	YLR398C	SKI2
NC_001144.5	NP_013503.1	YLR399C	BDF1
NC_001144.5	NP_013505.4	YLR401C	DUS3
NC_001144.5	NP_013507.1	YLR403W	SFP1
NC_001144.5	NP_013508.3	YLR404W	SEI1
NC_001144.5	NP_013509.1	YLR405W	DUS4
NC_001144.5	NP_013510.3	YLR406C	RPL31B
NC_001144.5	NP_878135.1	YLR406C-A	NP_878135.1
NC_001144.5	NP_013511.4	YLR407W	NP_013511.4
NC_001144.5	NP_013512.1	YLR408C	BLS1
NC_001144.5	NP_013513.3	YLR409C	UTP21
NC_001144.5	NP_013514.1	YLR410W	VIP1
NC_001144.5	NP_058174.3	YLR410W-B	NP_058174.3
NC_001144.5	NP_058175.1	YLR410W-A	NP_058175.1
NC_001144.5	NP_013515.3	YLR411W	CTR3
NC_001144.5	NP_013516.1	YLR412W	BER1
NC_001144.5	NP_878136.3	YLR412C-A	NP_878136.3
NC_001144.5	NP_013517.1	YLR413W	INA1
NC_001144.5	NP_013518.3	YLR414C	PUN1
NC_001144.5	NP_013519.1	YLR415C	NP_013519.1
NC_001144.5	NP_013521.3	YLR417W	VPS36
NC_001144.5	NP_013522.1	YLR418C	CDC73
NC_001144.5	NP_013523.3	YLR419W	NP_013523.3
