scerevisiae	sbayanus
NP_015254.1	Sbay_16.241
NP_015255.1	Sbay_16.242
NP_015256.1	Sbay_16.243
NP_015257.1	Sbay_16.244
NP_015258.1	Sbay_16.245
NP_015259.1	Sbay_16.246
NP_015260.1	Sbay_16.247
NP_015261.1	Sbay_16.248
NP_015262.1	Sbay_16.249
NP_015264.1	Sbay_16.252
NP_015265.1	Sbay_16.253
NP_015266.1	Sbay_16.255
NP_015267.1	Sbay_16.256
NP_015268.1	Sbay_16.257
NP_015270.1	Sbay_16.258
NP_015271.1	Sbay_16.259
NP_015272.1	Sbay_16.261
NP_015273.2	Sbay_16.263
NP_015274.1	Sbay_16.264
NP_015275.1	Sbay_16.265
NP_015276.1	Sbay_16.266
NP_015277.1	Sbay_16.267
NP_015278.1	Sbay_16.268
NP_015279.1	Sbay_16.269
NP_015280.1	Sbay_16.270
NP_015282.1	Sbay_16.271
NP_015283.1	Sbay_16.274
NP_015284.1	Sbay_16.275
NP_015285.1	Sbay_16.276
NP_015286.1	Sbay_16.277
NP_015287.1	Sbay_16.278
NP_015288.1	Sbay_16.279
NP_015289.1	Sbay_16.280
NP_015291.1	Sbay_16.281
NP_015292.1	Sbay_16.283
NP_015293.1	Sbay_16.285
NP_015294.1	Sbay_16.286
NP_015295.1	Sbay_16.287
NP_015296.1	Sbay_16.288
NP_015297.1	Sbay_16.289
NP_015298.1	Sbay_16.290
NP_015299.1	Sbay_16.291
NP_015301.1	Sbay_16.294
NP_015302.1	Sbay_16.295
NP_015303.1	Sbay_16.296
NP_015304.1	Sbay_16.297
NP_015305.1	Sbay_16.298
NP_015306.1	Sbay_16.299
NP_015307.1	Sbay_16.300
NP_015308.1	Sbay_16.301
NP_015309.1	Sbay_16.302
NP_015310.1	Sbay_16.303
NP_015311.1	Sbay_16.304
NP_015312.1	Sbay_16.305
NP_015313.1	Sbay_16.306
NP_015314.1	Sbay_16.307
NP_015315.1	Sbay_16.308
NP_015316.1	Sbay_16.309
NP_015317.1	Sbay_16.310
NP_015318.1	Sbay_16.311
NP_015319.1	Sbay_16.312
NP_015320.1	Sbay_16.313
NP_015321.1	Sbay_16.314
NP_015322.1	Sbay_16.315
NP_015323.1	Sbay_16.316
NP_015324.1	Sbay_16.317
NP_015325.1	Sbay_16.319
NP_015326.1	Sbay_16.320
NP_015328.1	Sbay_16.322
NP_015329.1	Sbay_16.323
NP_015330.1	Sbay_16.324
NP_015331.1	Sbay_16.325
NP_015332.1	Sbay_16.326
NP_015333.1	Sbay_16.328
NP_015334.1	Sbay_16.329
NP_015335.1	Sbay_16.331
NP_015336.1	Sbay_16.334
NP_015338.1	Sbay_16.335
NP_015340.1	Sbay_16.338
NP_015341.1	Sbay_16.339
NP_015342.1	Sbay_16.341
NP_015343.1	Sbay_16.342
NP_015344.1	Sbay_16.343
NP_015345.1	Sbay_16.344
NP_015346.1	Sbay_16.345
NP_015347.1	Sbay_16.348
NP_015348.1	Sbay_16.350
NP_015349.1	Sbay_16.351
NP_015350.1	Sbay_16.352
NP_015351.1	Sbay_16.353
NP_015352.1	Sbay_16.355
NP_015353.1	Sbay_16.358
NP_015354.1	Sbay_16.359
NP_015355.1	Sbay_16.360
NP_015356.1	Sbay_16.361
NP_015357.1	Sbay_16.362
NP_015358.1	Sbay_16.363
NP_015359.1	Sbay_16.364
NP_015360.2	Sbay_16.365
NP_015361.1	Sbay_16.366
NP_015362.1	Sbay_16.368
NP_015365.1	Sbay_16.369
NP_015366.1	Sbay_16.370
NP_015367.1	Sbay_16.372
NP_015368.1	Sbay_12.182
NP_015370.1	Sbay_16.374
NP_015371.1	Sbay_16.375
NP_015372.2	Sbay_16.376
NP_015373.1	Sbay_16.377
NP_015374.1	Sbay_16.378
NP_015376.1	Sbay_16.379
NP_015377.1	Sbay_16.380
NP_015379.1	Sbay_16.382
NP_015380.1	Sbay_16.383
NP_015381.1	Sbay_16.384
NP_015382.1	Sbay_16.385
NP_015383.1	Sbay_16.386
NP_015385.1	Sbay_16.387
NP_015386.1	Sbay_16.388
NP_015387.1	Sbay_16.389
NP_015388.1	Sbay_16.390
NP_015390.1	Sbay_16.393
NP_015391.1	Sbay_16.394
NP_015392.1	Sbay_16.395
NP_015393.1	Sbay_16.396
NP_015394.1	Sbay_16.397
NP_015395.1	Sbay_16.398
NP_015396.1	Sbay_16.399
NP_015397.1	Sbay_16.401
NP_015398.1	Sbay_16.402
NP_015399.1	Sbay_16.403
NP_015400.1	Sbay_16.406
NP_015403.1	Sbay_16.407
NP_015404.1	Sbay_16.408
NP_015405.1	Sbay_16.409
NP_015407.1	Sbay_16.412
NP_015408.1	Sbay_16.413
NP_015409.1	Sbay_16.414
NP_015410.2	Sbay_16.415
NP_015411.1	Sbay_16.416
NP_015413.1	Sbay_16.417
NP_015414.2	Sbay_16.418
NP_015416.1	Sbay_16.419
NP_015418.2	Sbay_16.420
NP_015419.1	Sbay_16.421
NP_015420.1	Sbay_16.422
NP_015421.1	Sbay_16.423
NP_015422.2	Sbay_16.424
NP_015423.2	Sbay_16.425
NP_015425.1	Sbay_16.426
NP_015426.1	Sbay_16.427
NP_015427.1	Sbay_16.428
NP_015428.1	Sbay_16.429
NP_015429.1	Sbay_16.431
NP_015430.1	Sbay_16.432
NP_015431.1	Sbay_16.433
NP_015432.1	Sbay_16.434
NP_015433.1	Sbay_16.435
NP_015434.1	Sbay_16.437
NP_015435.1	Sbay_16.438
NP_015436.1	Sbay_16.439
NP_015437.1	Sbay_16.440
NP_015438.1	Sbay_16.441
NP_015439.1	Sbay_16.442
NP_015440.1	Sbay_16.443
NP_015441.1	Sbay_16.444
NP_015442.1	Sbay_16.445
NP_015443.1	Sbay_16.446
NP_015444.1	Sbay_16.448
NP_015445.1	Sbay_16.449
NP_015447.1	Sbay_16.451
NP_015449.1	Sbay_16.452
NP_015450.1	Sbay_16.453
NP_015452.1	Sbay_16.454
NP_015453.1	Sbay_16.455
NP_015454.1	Sbay_16.456
NP_015456.2	Sbay_16.457
NP_015457.1	Sbay_16.458
NP_015458.1	Sbay_16.460
NP_015459.1	Sbay_16.461
NP_015460.1	Sbay_16.462
NP_015461.1	Sbay_16.463
NP_015463.1	Sbay_16.464
NP_015464.1	Sbay_16.466
NP_015465.1	Sbay_16.467
NP_015466.1	Sbay_16.468
NP_015467.1	Sbay_16.469
NP_015469.1	Sbay_16.471
NP_015470.1	Sbay_16.473
NP_015471.1	Sbay_16.474
NP_015473.1	Sbay_16.476
NP_015474.1	Sbay_16.477
NP_015475.1	Sbay_16.478
NP_015477.1	Sbay_16.479
NP_015478.1	Sbay_16.480
NP_015479.2	Sbay_16.481
NP_015480.1	Sbay_16.482
NP_015481.1	Sbay_16.483
NP_015482.1	Sbay_16.484
NP_015483.1	Sbay_16.485
NP_015484.1	Sbay_16.486
NP_015485.1	Sbay_16.488
NP_015486.1	Sbay_16.490
NP_015487.1	Sbay_16.491
NP_015488.1	Sbay_16.492
NP_015489.1	Sbay_16.493
NP_015490.1	Sbay_16.494
NP_015491.1	Sbay_16.495
NP_015492.1	Sbay_16.496
NP_015493.1	Sbay_16.497
NP_015494.1	Sbay_16.498
NP_015495.2	Sbay_16.499
NP_015497.1	Sbay_16.504
NP_015498.1	Sbay_16.505
NP_015499.1	Sbay_16.506
NP_015500.1	Sbay_16.507
NP_015501.2	Sbay_16.508
NP_015502.1	Sbay_16.509
NP_015504.1	Sbay_16.510
NP_015505.1	Sbay_16.511
NP_015506.1	Sbay_16.512
NP_015507.1	Sbay_16.513
NP_015508.1	Sbay_16.514
NP_015509.1	Sbay_16.515
NP_015510.1	Sbay_16.516
NP_015511.1	Sbay_16.517
NP_015512.1	Sbay_16.518
NP_015513.1	Sbay_16.519
NP_015514.1	Sbay_16.520
NP_015515.1	Sbay_16.521
NP_015516.1	Sbay_16.522
NP_015517.1	Sbay_16.523
NP_015518.1	Sbay_16.524
NP_015519.1	Sbay_16.525
NP_015520.1	Sbay_16.526
NP_015527.1	Sbay_12.251
NP_031358.1	Sbay_2.57
NP_036194.1	Sbay_15.329
NP_058135.1	Sbay_15.263
NP_058154.3	Sbay_5.9
NP_058168.1	Sbay_12.227
NP_061491.1	Sbay_4.332
NP_061492.1	Sbay_5.159
NP_061493.1	Sbay_13.301
NP_061494.3	Sbay_14.390
NP_065435.1	Sbay_3.155
NP_065436.1	Sbay_3.188
NP_065437.1	Sbay_3.194
NP_075206.1	Sbay_1.19
NP_075208.1	Sbay_4.159
NP_076874.1	Sbay_2.90
NP_076886.3	Sbay_2.239
NP_076888.3	Sbay_2.553
NP_076891.4	Sbay_7.568
NP_076894.3	Sbay_6.139
NP_076895.1	Sbay_6.128
NP_076898.1	Sbay_11.117
NP_076899.1	Sbay_11.209
NP_076901.1	Sbay_10.185
NP_076903.1	Sbay_10.466
NP_076904.1	Sbay_13.154
NP_076906.1	Sbay_14.176
NP_076910.1	Sbay_15.80
NP_085069.3	Sbay_9.130
NP_116327.3	Sbay_4.296
NP_116328.4	Sbay_4.517
NP_116577.1	Sbay_7.119
NP_116578.3	Sbay_9.119
NP_116579.1	Sbay_12.229
NP_116582.1	Sbay_8.107
NP_116583.2	Sbay_6.24
NP_116585.1	Sbay_6.51
NP_116593.1	Sbay_12.273
NP_116595.1	Sbay_2.3
NP_116596.1	Sbay_2.4
NP_116601.1	Sbay_4.557
NP_116602.1	Sbay_4.558
NP_116605.1	Sbay_6.4
NP_116606.1	Sbay_6.5
NP_116608.1	Sbay_6.7
NP_116609.1	Sbay_6.8
NP_116610.1	Sbay_6.9
NP_116611.1	Sbay_6.10
NP_116612.1	Sbay_6.16
NP_116613.1	Sbay_6.17
NP_116614.1	Sbay_6.18
NP_116615.1	Sbay_6.19
NP_116616.1	Sbay_6.20
NP_116617.1	Sbay_6.21
NP_116618.1	Sbay_6.22
NP_116619.1	Sbay_6.23
NP_116620.1	Sbay_6.26
NP_116622.1	Sbay_6.27
NP_116623.1	Sbay_6.28
NP_116624.1	Sbay_6.29
NP_116625.1	Sbay_6.30
NP_116627.2	Sbay_6.32
NP_116628.1	Sbay_6.33
NP_116629.1	Sbay_6.34
NP_116631.1	Sbay_6.36
NP_116632.1	Sbay_6.37
NP_116635.1	Sbay_6.41
NP_116636.1	Sbay_6.42
NP_116637.1	Sbay_6.43
NP_116638.1	Sbay_6.44
NP_116640.1	Sbay_6.46
NP_116641.1	Sbay_6.47
NP_116643.1	Sbay_6.48
NP_116647.1	Sbay_6.52
NP_116648.2	Sbay_6.53
NP_116650.1	Sbay_6.54
NP_116651.1	Sbay_6.55
NP_116652.1	Sbay_6.56
NP_116654.1	Sbay_6.59
NP_116655.1	Sbay_6.60
NP_116656.1	Sbay_6.64
NP_116657.1	Sbay_6.65
NP_116658.1	Sbay_6.66
NP_116659.1	Sbay_6.67
NP_116660.1	Sbay_6.68
NP_116661.1	Sbay_6.69
NP_116662.1	Sbay_6.73
NP_116663.1	Sbay_6.74
NP_116664.1	Sbay_6.84
NP_116665.1	Sbay_6.83
NP_116666.1	Sbay_6.82
NP_116667.1	Sbay_6.80
NP_116668.1	Sbay_6.79
NP_116669.1	Sbay_6.78
NP_116670.1	Sbay_6.77
NP_116671.1	Sbay_6.76
NP_116672.1	Sbay_6.87
NP_116673.1	Sbay_6.90
NP_116674.2	Sbay_6.91
NP_116677.3	Sbay_6.94
NP_116678.1	Sbay_6.95
NP_116681.1	Sbay_6.97
NP_116683.1	Sbay_6.99
NP_116684.3	Sbay_6.100
NP_116685.1	Sbay_6.102
NP_116686.3	Sbay_6.103
NP_116687.1	Sbay_6.104
NP_116688.3	Sbay_9.182
NP_116689.1	Sbay_6.106
NP_116690.3	Sbay_6.107
NP_116691.3	Sbay_6.109
NP_116692.1	Sbay_6.113
NP_116694.1	Sbay_12.21
NP_116695.3	Sbay_12.20
NP_116696.2	Sbay_12.19
NP_116697.3	Sbay_12.18
NP_116698.3	Sbay_12.17
NP_116699.3	Sbay_12.16
NP_116700.1	Sbay_12.15
NP_116701.3	Sbay_12.14
NP_116702.1	Sbay_12.13
NP_116703.5	Sbay_12.12
NP_116704.1	Sbay_12.11
NP_116707.3	Sbay_12.8
NP_116708.1	Sbay_12.7
NP_116709.3	Sbay_12.6
NP_116710.1	Sbay_12.5
NP_116711.3	Sbay_12.4
NP_116714.1	Sbay_17.6
NP_219495.2	Sbay_2.556
NP_219496.2	Sbay_5.187
NP_219497.4	Sbay_6.96
NP_219498.1	Sbay_13.99
NP_428268.1	Sbay_6.6
NP_444296.1	Sbay_6.31
NP_444297.1	Sbay_6.93
NP_570898.1	Sbay_6.50
NP_602317.3	Sbay_12.10
NP_631876.1	Sbay_4.490
NP_660100.1	Sbay_2.47
NP_683715.1	Sbay_6.35
NP_683716.1	Sbay_12.9
NP_690844.1	Sbay_11.87
NP_690846.1	Sbay_16.215
NP_690847.1	Sbay_16.367
NP_710144.3	Sbay_2.490
NP_796378.3	Sbay_5.317
NP_878045.1	Sbay_2.79
NP_878049.2	Sbay_4.360
NP_878058.1	Sbay_3.113
NP_878060.1	Sbay_4.84
NP_878072.1	Sbay_6.108
NP_878077.1	Sbay_7.319
NP_878079.1	Sbay_7.437
NP_878098.1	Sbay_9.205
NP_878102.1	Sbay_6.214
NP_878103.1	Sbay_6.207
NP_878105.1	Sbay_6.122
NP_878106.1	Sbay_12.89
NP_878107.1	Sbay_12.204
NP_878111.1	Sbay_11.155
NP_878113.4	Sbay_11.332
NP_878127.1	Sbay_12.257
NP_878131.1	Sbay_10.403
NP_878134.3	Sbay_10.463
NP_878145.1	Sbay_13.376
NP_878153.1	Sbay_14.199
NP_878158.3	Sbay_14.322
NP_878165.1	Sbay_15.150
NP_878168.1	Sbay_8.74
NP_878179.1	Sbay_16.117
NP_958835.1	Sbay_3.12
NP_976246.1	Sbay_3.7
NP_976247.1	Sbay_15.403
